pair_a,pair_b,scope,metric,value,envelope,zero_case,within
single_baseline_06,dual_baseline_11,0,relative_l2,0.0024879493163235643,0.004978674260685888,neither_zero,True
single_baseline_06,dual_baseline_11,0,max_abs,2.8119829948991537e-06,5.736132152378559e-06,neither_zero,True
single_baseline_06,dual_baseline_11,0,normalized_max_abs,0.003031714661676973,0.006192826361056871,neither_zero,True
single_baseline_06,dual_baseline_11,0,cosine_error,2.927133834540463e-06,7.484665592194517e-06,neither_zero,True
single_baseline_06,dual_baseline_11,0,log_norm_ratio,0.0005824348698817359,0.003777023486159615,neither_zero,True
single_baseline_06,dual_baseline_11,1,relative_l2,0.012693819482738844,0.015952985242397376,neither_zero,True
single_baseline_06,dual_baseline_11,1,max_abs,4.119661753065884e-06,5.089648766443133e-06,neither_zero,True
single_baseline_06,dual_baseline_11,1,normalized_max_abs,0.013064537386872858,0.01607678141142776,neither_zero,True
single_baseline_06,dual_baseline_11,1,cosine_error,5.4652312977077067e-05,8.974021253427278e-05,neither_zero,True
single_baseline_06,dual_baseline_11,1,log_norm_ratio,0.007280494635695548,0.01033148320325094,neither_zero,True
single_baseline_06,dual_baseline_11,2,relative_l2,0.008024284602337846,0.012225730577137722,neither_zero,True
single_baseline_06,dual_baseline_11,2,max_abs,7.626658771187067e-06,1.2831558706238866e-05,neither_zero,True
single_baseline_06,dual_baseline_11,2,normalized_max_abs,0.009975547061970132,0.016783472499923485,neither_zero,True
single_baseline_06,dual_baseline_11,2,cosine_error,2.2704349833646553e-05,5.026583216882763e-05,neither_zero,True
single_baseline_06,dual_baseline_11,2,log_norm_ratio,0.004389036359837158,0.007179148275188371,neither_zero,True
single_baseline_06,dual_baseline_11,4,relative_l2,0.008553796791920986,0.016380810982843528,neither_zero,True
single_baseline_06,dual_baseline_11,4,max_abs,4.014211299363524e-06,8.44575697556138e-06,neither_zero,True
single_baseline_06,dual_baseline_11,4,normalized_max_abs,0.007629409939970232,0.016074141544438997,neither_zero,True
single_baseline_06,dual_baseline_11,4,cosine_error,2.6865816899035444e-05,0.00012285228168884554,neither_zero,True
single_baseline_06,dual_baseline_11,4,log_norm_ratio,0.00444541980300392,0.005327457026495043,neither_zero,True
single_baseline_06,dual_baseline_11,5,relative_l2,0.007343579373231081,0.007805855493977389,neither_zero,True
single_baseline_06,dual_baseline_11,5,max_abs,5.4201227612793446e-06,5.148136551724747e-06,neither_zero,False
single_baseline_06,dual_baseline_11,5,normalized_max_abs,0.009326785142289138,0.008874763416404587,neither_zero,False
single_baseline_06,dual_baseline_11,5,cosine_error,1.711930316328214e-05,3.0427404513311274e-05,neither_zero,True
single_baseline_06,dual_baseline_11,5,log_norm_ratio,0.00446439394932856,0.0033886982457443002,neither_zero,False
single_baseline_06,dual_baseline_11,6,relative_l2,0.00925571312083741,0.011020743433856582,neither_zero,True
single_baseline_06,dual_baseline_11,6,max_abs,4.5450287871062756e-06,6.665099135716446e-06,neither_zero,True
single_baseline_06,dual_baseline_11,6,normalized_max_abs,0.009469927011716705,0.013866714402593882,neither_zero,True
single_baseline_06,dual_baseline_11,6,cosine_error,3.3199318210996864e-05,5.874252614035402e-05,neither_zero,True
single_baseline_06,dual_baseline_11,6,log_norm_ratio,0.004432849428572072,0.0035581998671739695,neither_zero,False
single_baseline_06,dual_baseline_11,8,relative_l2,0.005935980468117912,0.008564025905105863,neither_zero,True
single_baseline_06,dual_baseline_11,8,max_abs,4.338697181083262e-06,5.382622475735843e-06,neither_zero,True
single_baseline_06,dual_baseline_11,8,normalized_max_abs,0.0068028357922624,0.008432559856445568,neither_zero,True
single_baseline_06,dual_baseline_11,8,cosine_error,1.7616973272183145e-05,3.5418715855439764e-05,neither_zero,True
single_baseline_06,dual_baseline_11,8,log_norm_ratio,6.482001681618986e-05,0.002221532760062789,neither_zero,True
single_baseline_06,dual_baseline_11,9,relative_l2,0.0076639045278525456,0.008995061866192235,neither_zero,True
single_baseline_06,dual_baseline_11,9,max_abs,3.647815901786089e-06,5.001929821446538e-06,neither_zero,True
single_baseline_06,dual_baseline_11,9,normalized_max_abs,0.0067886608597612745,0.009293600893578658,neither_zero,True
single_baseline_06,dual_baseline_11,9,cosine_error,2.9119620365558596e-05,3.910651186989078e-05,neither_zero,True
single_baseline_06,dual_baseline_11,9,log_norm_ratio,0.0007343997443247282,0.00368801209494457,neither_zero,True
single_baseline_06,dual_baseline_11,10,relative_l2,0.007799816037345669,0.008728729853908311,neither_zero,True
single_baseline_06,dual_baseline_11,10,max_abs,2.6854668249143288e-06,3.9287988329306245e-06,neither_zero,True
single_baseline_06,dual_baseline_11,10,normalized_max_abs,0.007129652209006076,0.010426545885027737,neither_zero,True
single_baseline_06,dual_baseline_11,10,cosine_error,2.9311513342955564e-05,3.809578182345508e-05,neither_zero,True
single_baseline_06,dual_baseline_11,10,log_norm_ratio,0.0015187392867537116,0.002393023139042078,neither_zero,True
single_baseline_06,dual_baseline_11,12,relative_l2,0.007583379511864867,0.014015736108080684,neither_zero,True
single_baseline_06,dual_baseline_11,12,max_abs,1.2710152077488601e-06,2.55455233855173e-06,neither_zero,True
single_baseline_06,dual_baseline_11,12,normalized_max_abs,0.0075286080382211094,0.015054503997840285,neither_zero,True
single_baseline_06,dual_baseline_11,12,cosine_error,2.875407060565216e-05,9.82239064827306e-05,neither_zero,True
single_baseline_06,dual_baseline_11,12,log_norm_ratio,4.693217678874345e-05,0.00207207803216622,neither_zero,True
single_baseline_06,dual_baseline_11,13,relative_l2,0.006671686019878172,0.007741936020715216,neither_zero,True
single_baseline_06,dual_baseline_11,13,max_abs,2.2622261894866824e-06,2.462809788994491e-06,neither_zero,True
single_baseline_06,dual_baseline_11,13,normalized_max_abs,0.007945544711328419,0.00864088762460369,neither_zero,True
single_baseline_06,dual_baseline_11,13,cosine_error,1.9523146737587815e-05,2.6346127260379326e-05,neither_zero,True
single_baseline_06,dual_baseline_11,13,log_norm_ratio,0.002360143133817425,0.0032562324122055097,neither_zero,True
single_baseline_06,dual_baseline_11,14,relative_l2,0.0062822974358733375,0.008992452874951542,neither_zero,True
single_baseline_06,dual_baseline_11,14,max_abs,1.0747135092969984e-06,1.5739624359412119e-06,neither_zero,True
single_baseline_06,dual_baseline_11,14,normalized_max_abs,0.006030109170052528,0.008811026153125909,neither_zero,True
single_baseline_06,dual_baseline_11,14,cosine_error,1.958538400648191e-05,3.9775246220341565e-05,neither_zero,True
single_baseline_06,dual_baseline_11,14,log_norm_ratio,0.0005646086218091488,0.0019330804438689592,neither_zero,True
single_baseline_06,dual_baseline_11,16,relative_l2,0.007878272344644555,0.007620824525479025,neither_zero,False
single_baseline_06,dual_baseline_11,16,max_abs,1.209249603562057e-06,1.3034514267928898e-06,neither_zero,True
single_baseline_06,dual_baseline_11,16,normalized_max_abs,0.008081569006391714,0.008701614829694712,neither_zero,True
single_baseline_06,dual_baseline_11,16,cosine_error,2.9646436495389672e-05,2.782446342897149e-05,neither_zero,False
single_baseline_06,dual_baseline_11,16,log_norm_ratio,0.0016969729481600433,0.0031779925128892607,neither_zero,True
single_baseline_06,dual_baseline_11,17,relative_l2,0.004968759356194803,0.005534928052167607,neither_zero,True
single_baseline_06,dual_baseline_11,17,max_abs,7.90048943599686e-07,8.988927220343612e-07,neither_zero,True
single_baseline_06,dual_baseline_11,17,normalized_max_abs,0.005435125375260835,0.0061839138989365555,neither_zero,True
single_baseline_06,dual_baseline_11,17,cosine_error,1.192463532051491e-05,1.4941669529644486e-05,neither_zero,True
single_baseline_06,dual_baseline_11,17,log_norm_ratio,0.0009285657986313975,0.000894787458013844,neither_zero,False
single_baseline_06,dual_baseline_11,18,relative_l2,0.0024994939236116284,0.004380488414895319,neither_zero,True
single_baseline_06,dual_baseline_11,18,max_abs,3.2848038244992495e-07,7.22138793207705e-07,neither_zero,True
single_baseline_06,dual_baseline_11,18,normalized_max_abs,0.002301269434578722,0.005053519444058889,neither_zero,True
single_baseline_06,dual_baseline_11,18,cosine_error,3.1064877483721887e-06,8.73060884420962e-06,neither_zero,True
single_baseline_06,dual_baseline_11,18,log_norm_ratio,0.0001888769163335121,0.001604572549879792,neither_zero,True
single_baseline_06,dual_baseline_11,20,relative_l2,0.0004265881552340246,0.0010616167643221583,neither_zero,True
single_baseline_06,dual_baseline_11,20,max_abs,1.0424992069602013e-06,2.756016328930855e-06,neither_zero,True
single_baseline_06,dual_baseline_11,20,normalized_max_abs,0.000377393445668324,0.000997026692384795,neither_zero,True
single_baseline_06,dual_baseline_11,20,cosine_error,6.665039142816909e-08,4.7082103937778896e-07,neither_zero,True
single_baseline_06,dual_baseline_11,20,log_norm_ratio,0.00022071891357522468,0.0009293720826819763,neither_zero,True
single_baseline_06,dual_baseline_11,21,relative_l2,0.0015768075393636286,0.004323186370158716,neither_zero,True
single_baseline_06,dual_baseline_11,21,max_abs,7.85130396252498e-08,2.935594238806516e-07,neither_zero,True
single_baseline_06,dual_baseline_11,21,normalized_max_abs,0.0011101458737285007,0.004144121954371057,neither_zero,True
single_baseline_06,dual_baseline_11,21,cosine_error,1.2226487421385102e-06,9.249525750654186e-06,neither_zero,True
single_baseline_06,dual_baseline_11,21,log_norm_ratio,0.00020379223288154296,0.0006183784601721593,neither_zero,True
single_baseline_06,dual_baseline_11,22,relative_l2,0.0003958801752206003,0.005103790228521264,neither_zero,True
single_baseline_06,dual_baseline_11,22,max_abs,1.9128492567688227e-08,3.671812009997666e-07,neither_zero,True
single_baseline_06,dual_baseline_11,22,normalized_max_abs,0.0003867696247702038,0.007412819499277373,neither_zero,True
single_baseline_06,dual_baseline_11,22,cosine_error,7.412579217103143e-08,1.0907933527537494e-05,neither_zero,True
