unit_id,REAL_R_KL_AUC,REAL_C_KL_AUC,R_minus_C_gap,R_NO_TANGENTIAL_KL_AUC,R_NO_PARALLEL_KL_AUC,C_PLUS_R_TANGENT_KL_AUC,C_PLUS_RANDOM_TANGENT_KL_AUC,no_tangent_rescue_fraction,no_tangent_rescues_more_than_no_parallel,graft_increases_C,random_graft_increases_C
test/algebra/1332.json|128,0.0002728551723764287,0.00016010373975861025,0.00011275143261781843,0.00029051858270982253,0.00029982092697544,0.00024522895297636785,3.4249413088255096,-0.15665795783373926,True,True,True
test/algebra/1332.json|256,0.0004853808461824319,0.00010580278440220769,0.0003795780617802242,0.00012306680491638332,0.0004968068945275905,0.0004969895098088212,4.250261695473455,0.9545178654748245,True,True,True
test/algebra/1332.json|64,0.0002503266632394594,0.00011306085905189798,0.0001372658041875614,0.00018250092374039363,0.00018657897248161245,0.00024143134440203436,4.689380568132037,0.494119714712546,True,True,True
test/counting_and_probability/119.json|128,0.0002107239836072007,7.659512086297301e-05,0.0001341288627442277,0.00023436134900068213,0.0001801173361250588,0.000277739097641687,4.207043636415619,-0.17622876787024655,False,True,True
test/counting_and_probability/119.json|256,0.0001980385848757696,0.0001267737564188637,7.126482845690592e-05,0.0001145455412945642,0.00020244717064773566,0.00024175690518515495,3.385001177659433,1.171588358766703,True,True,True
test/counting_and_probability/119.json|64,0.00032834268730479177,0.00016609193830749729,0.00016225074899729448,0.00016593055201434548,0.0004060832410184299,0.0004209932393589823,2.187292488228195,1.0009946720933771,True,True,True
test/geometry/477.json|128,0.0007333794043785985,0.000358217984099674,0.00037516142027892445,0.0005985050908165641,0.00058913119505603,0.0006875057699958986,3.6673976244492223,0.3595100852914145,False,True,True
test/geometry/477.json|256,0.0007347332020312984,0.0005071603297231891,0.0002275728723081093,0.0005916264251066872,0.0008207504946559654,0.0006204891273498683,7.245117462836788,0.6288393508608555,True,True,True
test/geometry/477.json|64,0.0004586142724585481,0.00021612386996426255,0.00024249040249428556,0.0003835369610770174,0.000582089647107392,0.0008446229680343833,5.456640937016346,0.3096094167013085,True,True,True
