unit_id,KL_R_original,KL_C_original,KL_R_self,KL_C_self,KL_R_abs_diff,KL_C_abs_diff,KL_R_rel_diff,KL_C_rel_diff
test/counting_and_probability/119.json|256,0.0001980385848757696,0.0001267737564188637,0.0001980385848757696,0.0001267737564188637,0.0,0.0,0.0,0.0
test/counting_and_probability/119.json|64,0.00032834268730479177,0.00016609193830749729,0.00032834268730479177,0.00016609193830749729,0.0,0.0,0.0,0.0
test/algebra/1332.json|256,0.0004853808461824319,0.00010580278440220769,0.0004853808461824319,0.00010580278440220769,0.0,0.0,0.0,0.0
