metric,future_KL_pearson,future_KL_spearman,immediate_KL_pearson,immediate_KL_spearman
R_state,-0.007407378959337801,-0.04593421604892956,,
R_readout,0.031887513188976264,-0.16161192986469827,,
R_tangent,0.07789980767705187,0.019768049898173205,,
R_tangent_rel,0.008198275341268414,0.03580152205762298,,
R_tangent_frac,0.3495500111555826,0.48917495468438266,,
R_J,-0.2466866215473853,-0.3727900162157251,,
R_postRMS,-0.23719467319350626,-0.3555555590868253,,
