unit_id,condition,future_KL,state_norm,readout_norm,cos_signed,cos_abs,parallel_magnitude_proxy,tangential_magnitude_proxy,parallel_fraction,tangential_fraction,fraction_identity_error
test/algebra/1332.json|64,R,0.0002503266632394594,0.14972495310319436,0.0012050762980549534,0.0012093757107921818,0.0012093757107921818,1.4573900045190202e-06,0.0012050754167885949,0.0012093757107921818,0.9999992687049277,0.0
test/algebra/1332.json|64,C,0.00011306085905189798,0.16970107577381732,0.0014118075196090766,0.014821369803962245,0.014821369803962245,2.0924921340140802e-05,0.0014116524430934274,0.014821369803962245,0.999890157465876,0.0
test/algebra/1332.json|64,R_to_CV,0.00019951548638607897,0.14972509270565468,0.0014192210918868053,0.03329854857344584,0.03329854857344584,4.7258002464651625e-05,0.0014184340622177074,0.03329854857344584,0.9994454495683603,0.0
test/algebra/1332.json|64,C_to_RV,0.00045126065197546985,0.16970099231178817,0.0011862311311443276,-0.0006450547201222593,0.0006450547201222593,7.651839903006153e-07,0.0011862308843515296,0.0006450547201222593,0.9999997919521824,0.0
test/algebra/1332.json|128,R,0.0002728551723764287,0.1607380571030363,0.0013460901118227608,-0.0017506254871301368,0.0017506254871301368,2.3564996577307808e-06,0.001346088049147,0.0017506254871301368,0.9999984676540279,0.0
test/algebra/1332.json|128,C,0.00016010373975861025,0.18107412092286548,0.0014320596648154983,-0.034060334020640556,0.034060334020640556,4.8776430521102426e-05,0.0014312287530011047,0.034060334020640556,0.9994197784947035,1.1102230246251565e-16
test/algebra/1332.json|128,R_to_CV,0.0001821178089320336,0.16073809932352734,0.0015695928990912726,0.009162221854471858,0.009162221854471858,1.43809583626779e-05,0.0015695270169431036,0.009162221854471858,0.999958025964435,2.220446049250313e-16
test/algebra/1332.json|128,C_to_RV,0.0002551928938266958,0.1810741869268375,0.0011806177784198998,0.00017479143750403258,0.00017479143750403258,2.0636187863283172e-07,0.001180617760384755,0.00017479143750403258,0.9999999847239766,0.0
test/algebra/1332.json|256,R,0.0004853808461824319,0.19028193154856607,0.00174387017311924,-0.00367655428865608,0.00367655428865608,6.411433363840962e-06,0.0017438583870879967,0.00367655428865608,0.9999932414514423,0.0
test/algebra/1332.json|256,C,0.00010580278440220769,0.20413563995970885,0.0016886840944168376,-0.0015702728699593948,0.0015702728699593948,2.651694819394709e-06,0.001688682012473337,0.0015702728699593948,0.9999987671207969,0.0
test/algebra/1332.json|256,R_to_CV,0.00034486538546781926,0.19028169388295912,0.0019068404446379564,-0.0037982664343983725,0.0037982664343983725,7.242688056621618e-06,0.0019068266897588762,0.0037982664343983725,0.9999927865600298,1.1102230246251565e-16
test/algebra/1332.json|256,C_to_RV,0.0005239938649136814,0.2041357010206034,0.0014900350921577918,0.004312069290680054,0.004312069290680054,6.425134562929238e-06,0.001490021239280678,0.004312069290680054,0.9999907029859989,1.1102230246251565e-16
test/counting_and_probability/119.json|64,R,0.00032834268730479177,0.14011936409003312,0.0010417096823810141,0.00015371199946723378,0.00015371199946723378,1.6012327814316272e-07,0.0010417096700745794,0.00015371199946723378,0.9999999881863105,0.0
test/counting_and_probability/119.json|64,C,0.00016609193830749729,0.15981847160441057,0.001307714160803825,-0.010520545197278013,0.010520545197278013,1.3757865933857128e-05,0.0013076417886760114,0.010520545197278013,0.9999446575329817,0.0
test/counting_and_probability/119.json|64,R_to_CV,0.0001954607252287985,0.1401193677583479,0.0012734990401845664,0.015150867345430063,0.015150867345430063,1.9294615022368874e-05,0.001273352866719257,0.015150867345430063,0.9998852190220041,0.0
test/counting_and_probability/119.json|64,C_to_RV,0.00042945300077786404,0.15981850215234905,0.0010718053143094854,0.0007684938562643224,0.0007684938562643224,8.236757991582907e-07,0.001071804997814543,0.0007684938562643224,0.9999997047085528,1.1102230246251565e-16
test/counting_and_probability/119.json|128,R,0.0002107239836072007,0.1691833239931171,0.001389204778773249,0.0018149866959213483,0.0018149866959213483,2.521388191383807e-06,0.0013892024906283532,0.0018149866959213483,0.9999983529102904,0.0
test/counting_and_probability/119.json|128,C,7.659512086297301e-05,0.1862278545389963,0.0015710283480855202,-0.02925377692217018,0.02925377692217018,4.595851283329933e-05,0.0015703559741620592,0.02925377692217018,0.9995720166830342,0.0
test/counting_and_probability/119.json|128,R_to_CV,0.00011404757579719089,0.16918330234683202,0.0015828212039876704,0.0349996353941419,0.0349996353941419,5.5398165033685164e-05,0.0015818514491265858,0.0349996353941419,0.9993873250758573,0.0
test/counting_and_probability/119.json|128,C_to_RV,0.00027791828469890507,0.18622782334300106,0.0013078901571879215,0.002142050607796856,0.002142050607796856,2.801566906135913e-06,0.0013078871566354325,0.002142050607796856,0.9999977058069651,0.0
test/counting_and_probability/119.json|256,R,0.0001980385848757696,0.17792198482390778,0.0015267117509887875,0.004163091649719448,0.004163091649719448,6.355840942069978e-06,0.0015266985209572872,0.004163091649719448,0.9999913342964108,0.0
test/counting_and_probability/119.json|256,C,0.0001267737564188637,0.1949084709972433,0.00159811118254453,-0.05039594231670911,0.05039594231670911,8.053831897120192e-05,0.0015960804901229665,0.05039594231670911,0.998729317181593,0.0
test/counting_and_probability/119.json|256,R_to_CV,9.832805730170486e-05,0.1779220809823823,0.0017030293331187828,0.048459891039557564,0.048459891039557564,8.252861592010659e-05,0.0017010284938875414,0.048459891039557564,0.9988251293196593,1.1102230246251565e-16
test/counting_and_probability/119.json|256,C_to_RV,0.00032981611446012776,0.19490860213472005,0.0013379379193379393,-0.0013701348261932805,0.0013701348261932805,1.8331553385694868e-06,0.0013379366635023642,0.0013701348261932805,0.9999990613648385,0.0
test/geometry/477.json|64,R,0.0004586142724585481,0.14545437635229133,0.0011913797798606093,0.0021947448453480257,0.0021947448453480257,2.614774630700938e-06,0.0011913769104755828,0.0021947448453480257,0.9999975915446316,2.220446049250313e-16
test/geometry/477.json|64,C,0.00021612386996426255,0.16785493003672325,0.0014658789690903664,-0.03659691404781623,0.03659691404781623,5.364664663630161e-05,0.0014648969893224968,0.03659691404781623,0.9993301085638202,0.0
test/geometry/477.json|64,R_to_CV,0.00026408285148550603,0.14545433479223643,0.0014406289935901054,0.03331280259039298,0.03331280259039298,4.79913892694637e-05,0.0014398294078565095,0.03331280259039298,0.9994449745651701,0.0
test/geometry/477.json|64,C_to_RV,0.019791525676523872,0.1678549536444548,0.0012328080195390943,-0.00108014568416053,0.00108014568416053,1.331612261703643e-06,0.0012328073003712659,0.00108014568416053,0.9999994166424804,0.0
test/geometry/477.json|128,R,0.0007333794043785985,0.15395800931771836,0.001332733651364398,-0.00170794771981139,0.00170794771981139,2.2762394009637313e-06,0.0013327317075140332,0.00170794771981139,0.9999985414562296,0.0
test/geometry/477.json|128,C,0.000358217984099674,0.17527431577054275,0.001469517873686759,-0.09818573003944302,0.09818573003944302,0.00014428568523394445,0.0014624173214651914,0.09818573003944302,0.995168107616307,0.0
test/geometry/477.json|128,R_to_CV,0.0003632810110004575,0.15395765335658396,0.0015568931005540598,-0.006745384256365409,0.006745384256365409,1.0501842209321282e-05,0.0015568576806706013,0.006745384256365409,0.9999772496368274,1.1102230246251565e-16
test/geometry/477.json|128,C_to_RV,0.001165137568703686,0.17527435501254154,0.0012015236249978782,-0.003695982485305846,0.003695982485305846,4.440810273673347e-06,0.001201515418391356,0.003695982485305846,0.9999931698334086,0.0
test/geometry/477.json|256,R,0.0007347332020312984,0.17368503613682443,0.0016161460330423125,-0.003541688932032302,0.003541688932032302,5.723886517773869e-06,0.0016161358968977625,0.003541688932032302,0.9999937282000866,1.1102230246251565e-16
test/geometry/477.json|256,C,0.0005071603297231891,0.19306838788042904,0.001609865591192641,-0.047235789716783105,0.047235789716783105,7.604327253786031e-05,0.0016080686062502944,0.047235789716783105,0.998883767096969,0.0
test/geometry/477.json|256,R_to_CV,0.0005585022689339647,0.1736850519850249,0.0018266013176946527,-0.02919856372575191,0.02919856372575191,5.333413497624973e-05,0.0018258225115958496,0.02919856372575191,0.9995736310429328,0.0
test/geometry/477.json|256,C_to_RV,0.00107292626346179,0.19306838455539785,0.001346877945937696,-0.0002637354316057148,0.0002637354316057148,3.5521943639209684e-07,0.0013468778990957195,0.0002637354316057148,0.9999999652218104,0.0
