heldout_unit,layer,head,top1_energy,top4_energy,effective_rank,rank1_relative_fro_error
test/algebra/1332.json|128,0,0,0.9984080975616784,0.9998920666593568,1.4416140677066405,0.03989865208652587
test/algebra/1332.json|128,0,1,0.9931867198984695,0.9997479714203845,1.73797431577549,0.08254259567962764
test/algebra/1332.json|128,0,2,0.8766523979500294,0.992779489328949,3.87186722375743,0.3512087727406174
test/algebra/1332.json|128,0,3,0.8675434192880579,0.9927397907147611,3.8630411454883498,0.3639458485983074
test/algebra/1332.json|128,0,4,0.9874599030062925,0.9997139980586441,1.9596034441762138,0.11198257450919542
test/algebra/1332.json|128,0,5,0.9951397073847325,0.9999228006811196,1.6331416887299584,0.06971579889284456
test/algebra/1332.json|128,0,6,0.984639853773668,0.9995509842959761,2.084251895871965,0.12393605700655469
test/algebra/1332.json|128,0,7,0.9881103979400846,0.9997496226450351,1.865109241394254,0.10903945185076548
test/algebra/1332.json|128,0,8,0.8150894534621946,0.9966473495045796,3.8105805333908553,0.430012263241184
test/algebra/1332.json|128,0,9,0.7584629175747606,0.9931831424206657,4.243391392795089,0.4914642229351384
test/algebra/1332.json|128,0,10,0.999915009751271,0.9999915221697029,1.1346094428577838,0.009219015605203674
test/algebra/1332.json|128,0,11,0.9996813243241869,0.9999856965395455,1.209289093556366,0.017851489456432428
test/algebra/1332.json|128,0,12,0.9998375189953896,0.9999978578641449,1.1430262611137174,0.012746803701726945
test/algebra/1332.json|128,0,13,0.9998171552512419,0.9999976289459014,1.148641357440706,0.01352200978989702
test/algebra/1332.json|128,0,14,0.6750054016173894,0.9941785480714859,4.088865784225378,0.5700829749980353
test/algebra/1332.json|128,0,15,0.7473654604767365,0.9942216746412812,4.116640889717699,0.5026276350572694
test/algebra/1332.json|128,0,16,0.5693535400856798,0.9641513186084839,5.233260062931683,0.6562365883691035
test/algebra/1332.json|128,0,17,0.5109765541377811,0.9607523685918321,6.012580344085159,0.6993021134404063
test/algebra/1332.json|128,0,18,0.9821793545020758,0.999585355445392,2.180810471763829,0.13349399049367042
test/algebra/1332.json|128,0,19,0.9816575487594703,0.9994416603413633,2.244960363841935,0.13543430599567338
