M0,M0_rel,M1,M2,M3,M4,M5,config,dynamic_range_p95,future_KL,future_KL_peak,future_KL_sum,future_KL_terminal,future_horizon_n,group_size,head,layer,orientation,out_proj_distortion,post_gate_norm,prompt_id,q_visible_norm,quantization_scale_max,quantization_scale_median,raw_state_error,t0,tangential_norm,task,unit_id
4.556015550189406,0.02139810838669697,0.10766877352293723,0.10764881411350546,2.3267638657342014,1.9645231428412064,2.439055339935567,R128,151.93808517456034,0.0004381050560727783,0.014153771102428436,0.05607744717731562,0.0006516787689179182,128,128,ALL_HEADS,ALL_GDN,row,2.439055339935567,1.9645231428412064,test/algebra/1332.json,0.10766877352293723,0.26327869296073914,0.0002049935210379772,4.556015550189406,64,0.10764881411350546,GDN_INT8_FUNCTIONAL_PROXY_NATURAL_CONFIG_GENERALIZATION_V1,test/algebra/1332.json|64
3.2424852013507914,0.015228887833335146,0.07640346903278837,0.07639625359478329,1.7037855612478143,1.5125267823019584,1.657732453779864,R64,93.7498107910155,0.0003344745735310952,0.007767417933791876,0.042812745411980185,0.0006986770895309746,128,64,ALL_HEADS,ALL_GDN,row,1.657732453779864,1.5125267823019584,test/algebra/1332.json,0.07640346903278837,0.26327869296073914,0.00012104390043532476,3.2424852013507914,64,0.07639625359478329,GDN_INT8_FUNCTIONAL_PROXY_NATURAL_CONFIG_GENERALIZATION_V1,test/algebra/1332.json|64
2.26762326607844,0.010650281565813578,0.05243884969081542,0.052436219132990215,1.2347052810489194,1.1232096969209704,1.163875536816675,R32,60.485591888427734,0.00021733690500160642,0.002843900118023157,0.02781912384020562,3.2693776574888034e-07,128,32,ALL_HEADS,ALL_GDN,row,1.163875536816675,1.1232096969209704,test/algebra/1332.json,0.05243884969081542,0.26327869296073914,7.613776324433275e-05,2.26762326607844,64,0.052436219132990215,GDN_INT8_FUNCTIONAL_PROXY_NATURAL_CONFIG_GENERALIZATION_V1,test/algebra/1332.json|64
1.590306722366045,0.007469148258694317,0.03764433484138015,0.03764336302241899,0.8862023053635847,0.7912627348266177,0.8055116803296732,R16,38.72880554199216,0.00026638640872058664,0.007256841287016869,0.03409746031623509,2.0043953554704785e-06,128,16,ALL_HEADS,ALL_GDN,row,0.8055116803296732,0.7912627348266177,test/algebra/1332.json,0.03764433484138015,0.26327869296073914,4.938539495924488e-05,1.590306722366045,64,0.03764336302241899,GDN_INT8_FUNCTIONAL_PROXY_NATURAL_CONFIG_GENERALIZATION_V1,test/algebra/1332.json|64
2.1894752742774255,0.010283246119964123,0.015858302751819507,0.003936807973385563,2.4764710886324033,0.9244744343717584,0.7921374318831639,C128,32.286603355407706,0.00015477064217775678,0.002437449060380459,0.019810642198752868,1.1341958838784194e-07,128,128,ALL_HEADS,ALL_GDN,column,0.7921374318831639,0.9244744343717584,test/algebra/1332.json,0.015858302751819507,0.26327869296073914,8.310781413456425e-05,2.1894752742774255,64,0.003936807973385563,GDN_INT8_FUNCTIONAL_PROXY_NATURAL_CONFIG_GENERALIZATION_V1,test/algebra/1332.json|64
1.8255904187642424,0.008574198489908307,0.01186051464299893,0.0033371413328182505,2.236256140195231,0.8178759972565289,0.697991336927076,C64,28.06249370574951,0.0001344927934943581,0.002442322438582778,0.017215077567277838,2.7574298400168118e-08,128,64,ALL_HEADS,ALL_GDN,column,0.697991336927076,0.8178759972565289,test/algebra/1332.json,0.01186051464299893,0.26327869296073914,6.790401312173344e-05,1.8255904187642424,64,0.0033371413328182505,GDN_INT8_FUNCTIONAL_PROXY_NATURAL_CONFIG_GENERALIZATION_V1,test/algebra/1332.json|64
1.522208320599301,0.007149312435942341,0.008641367214913603,0.0025878962888077743,1.6801350472648107,0.7135101602123046,0.6108267451780732,C32,23.720614433288574,0.0001173418374062185,0.0024555025156587362,0.015019755187995969,3.295596684438351e-07,128,32,ALL_HEADS,ALL_GDN,column,0.6108267451780732,0.7135101602123046,test/algebra/1332.json,0.008641367214913603,0.26327869296073914,5.292989590088837e-05,1.522208320599301,64,0.0025878962888077743,GDN_INT8_FUNCTIONAL_PROXY_NATURAL_CONFIG_GENERALIZATION_V1,test/algebra/1332.json|64
1.2470349003940981,0.005856913275793678,0.010708350137976623,0.002024558819569236,1.4084403981930882,0.6792297474666574,0.5708313354376059,C16,20.513784408569332,0.0001667267831546029,0.0025254818610846996,0.02134102824378917,2.337370119676052e-07,128,16,ALL_HEADS,ALL_GDN,column,0.5708313354376059,0.6792297474666574,test/algebra/1332.json,0.010708350137976623,0.26327869296073914,4.016181810584385e-05,1.2470349003940981,64,0.002024558819569236,GDN_INT8_FUNCTIONAL_PROXY_NATURAL_CONFIG_GENERALIZATION_V1,test/algebra/1332.json|64
4.570077257453069,0.019511202293610884,0.10157186805681144,0.10155936664172464,2.1119952645548437,1.4311337517749858,1.7825558448852188,R128,159.08062591552655,0.00042794730903297166,0.015365270897746086,0.05477725555622037,9.541392955725314e-07,128,128,ALL_HEADS,ALL_GDN,row,1.7825558448852188,1.4311337517749858,test/counting_and_probability/119.json,0.10157186805681144,0.29871952533721924,0.00021544545597862452,4.570077257453069,128,0.10155936664172464,GDN_INT8_FUNCTIONAL_PROXY_NATURAL_CONFIG_GENERALIZATION_V1,test/counting_and_probability/119.json|128
3.2713958357981574,0.01396669297671924,0.07271388898827486,0.07270851538997193,1.556207465729047,1.0847296563650934,1.1594036578632936,R64,97.99050483703613,0.0001811603384428893,0.005308924242854118,0.02318852332068983,-8.018155739364374e-08,128,64,ALL_HEADS,ALL_GDN,row,1.1594036578632936,1.0847296563650934,test/counting_and_probability/119.json,0.07271388898827486,0.29871952533721924,0.0001296708287554793,3.2713958357981574,128,0.07270851538997193,GDN_INT8_FUNCTIONAL_PROXY_NATURAL_CONFIG_GENERALIZATION_V1,test/counting_and_probability/119.json|128
2.29959378239568,0.009817742010439673,0.05045462233385937,0.050452101309789076,1.1382359799535644,0.8165720255142295,0.8070970207847442,R32,64.0880012512207,0.00013362620460769577,0.002213230589404702,0.01710415418978506,3.55779184246785e-06,128,32,ALL_HEADS,ALL_GDN,row,0.8070970207847442,0.8165720255142295,test/counting_and_probability/119.json,0.05045462233385937,0.29871952533721924,8.384138345718384e-05,2.29959378239568,128,0.050452101309789076,GDN_INT8_FUNCTIONAL_PROXY_NATURAL_CONFIG_GENERALIZATION_V1,test/counting_and_probability/119.json|128
1.608865033308214,0.0068687878474701985,0.03567729762708861,0.035676120646355225,0.8205640000153956,0.5595030345690816,0.5466286330165587,R16,39.87834358215329,0.0002003492431035081,0.006884995847940445,0.025644703117249038,-1.594450509401213e-07,128,16,ALL_HEADS,ALL_GDN,row,0.5466286330165587,0.5595030345690816,test/counting_and_probability/119.json,0.03567729762708861,0.29871952533721924,5.533069634111598e-05,1.608865033308214,128,0.035676120646355225,GDN_INT8_FUNCTIONAL_PROXY_NATURAL_CONFIG_GENERALIZATION_V1,test/counting_and_probability/119.json|128
