status,source_task,source_commit,primary_endpoint,reason
NOT_REEXPORTED_TOKEN_LEVEL,GDN_INT8_REAL_RC_TANGENTIAL_RECURRENT_MEDIATION_V1,8941335,future full-logit KL AUC from canonical branch summary,proxy validation uses unit-level AUC to avoid token-level pseudoreplication
