unit_id,denominator_mode,gain_R,gain_C,gain_R_to_CV,gain_C_to_RV,R_transfer_rescue,C_transfer_gain,bidirectional_transfer
test/algebra/1332.json|64,self_den,1870.4113497299797,8646.654123740263,1677.4013059469476,12757.886439011769,193.0100437830322,4111.232315271505,True
test/algebra/1332.json|64,fp_den,1884.939651114513,13078.512281841935,2105.1640177801887,12835.535850076692,-220.2243666656757,-242.97643176524252,False
test/algebra/1332.json|64,R_den,1870.4113497299797,13064.021443634912,2101.4554944474453,12838.78206730107,-231.04414471746554,-225.2393763338423,False
test/algebra/1332.json|64,C_den,3499.853306958454,8646.654123740263,3818.9637909602498,14151.201024363474,-319.1104840017956,5504.546900623211,False
test/algebra/1332.json|128,self_den,1589.1087591274202,7939.026434425695,1421.934359283761,12032.164103889474,167.1743998436591,4093.1376694637793,True
test/algebra/1332.json|128,fp_den,1601.705881884547,12383.510550956888,1784.7139766626124,12146.742414817772,-183.00809477806547,-236.7681361391151,False
test/algebra/1332.json|128,R_den,1589.1087591274202,12385.203473090647,1777.019028236226,12149.012070401797,-187.91026910880578,-236.19140268884985,False
test/algebra/1332.json|128,C_den,3096.163829471248,7939.026434425695,2957.865524663859,13147.916692031808,138.29830480738883,5208.890257606113,True
test/algebra/1332.json|256,self_den,1197.5078198195179,5914.219352323146,1013.7663165083301,9724.702787779179,183.74150331118778,3810.4834354560326,True
test/algebra/1332.json|256,fp_den,1206.3893403032018,9921.851933654183,1319.3047074393792,9792.312613576982,-112.91536713617734,-129.5393200772014,False
test/algebra/1332.json|256,R_den,1197.5078198195179,9929.122915738257,1323.6023581522563,9795.386338176495,-126.09453833273847,-133.7365775617618,False
test/algebra/1332.json|256,C_den,2581.0678903959897,5914.219352323146,2428.9032293976,10679.888362985825,152.16466099838954,4765.669010662678,True
test/counting_and_probability/119.json|64,self_den,2278.323768834339,10615.990658906358,2075.800975843902,15211.319154669094,202.52279299043676,4595.328495762737,True
test/counting_and_probability/119.json|64,fp_den,2295.129001949208,15658.002288910991,2558.10006227515,15325.18201091954,-262.97106032594183,-332.8202779914518,False
test/counting_and_probability/119.json|64,R_den,2278.323768834339,15658.35471733303,2557.8837150503996,15327.17978472139,-279.5599462160608,-331.17493261164054,False
test/counting_and_probability/119.json|64,C_den,4289.976209733115,10615.990658906358,4375.4626607362725,16961.999340276663,-85.48645100315753,6346.008681370306,False
test/counting_and_probability/119.json|128,self_den,1580.9150795943942,7762.560450341909,1391.2871989921882,10737.783557644227,189.627880602206,2975.2231073023177,True
test/counting_and_probability/119.json|128,fp_den,1592.6542383686447,11025.559127541343,1752.3115191515335,10839.97210809917,-159.65728078288885,-185.5870194421732,False
test/counting_and_probability/119.json|128,R_den,1580.9150795943942,11029.878015992495,1756.4089996879347,10843.274289159772,-175.4939200935405,-186.60372683272362,False
test/counting_and_probability/119.json|128,C_den,2732.0329513109546,7762.560450341909,2711.0873737210095,11660.803927788813,20.94557758994506,3898.243477446904,True
test/counting_and_probability/119.json|256,self_den,1330.3020384163626,8516.131565135447,1170.5077864545565,12066.675824943588,159.79425196180614,3550.544259808141,True
test/counting_and_probability/119.json|256,fp_den,1341.0132098307365,12384.507983968299,1470.94543942797,12239.129744014317,-129.93222959723357,-145.3782399539814,False
test/counting_and_probability/119.json|256,R_den,1330.3020384163626,12386.82368212236,1470.4631147148514,12240.560512516859,-140.16107629848875,-146.2631696055014,False
test/counting_and_probability/119.json|256,C_den,2412.347438075738,8516.131565135447,2424.638443768994,12623.708005765287,-12.291005693256011,4107.57644062984,False
test/geometry/477.json|64,self_den,1554.6592578032626,7752.874499000277,1376.3423911041566,11195.001336161706,178.31686669910596,3442.1268371614287,True
test/geometry/477.json|64,fp_den,1566.6595825568807,11519.153865370406,1765.0510097247354,11289.428562701214,-198.39142716785477,-229.7253026691924,False
test/geometry/477.json|64,R_den,1554.6592578032626,11527.033728263186,1761.4110551963336,11293.284554134689,-206.751797393071,-233.74917412849754,False
test/geometry/477.json|64,C_den,2965.6937326490433,7752.874499000277,2864.3326661201268,12389.28869260559,101.36106652891658,4636.414193605314,True
test/geometry/477.json|128,self_den,1504.8436179771877,6803.901909283645,1323.5600592505502,9945.671775874625,181.28355872663747,3141.76986659098,True
test/geometry/477.json|128,fp_den,1515.94172658607,10210.206606576294,1705.003978949186,10000.618244064135,-189.06225236311593,-209.5883625121587,False
test/geometry/477.json|128,R_den,1504.8436179771877,10215.429846121375,1708.437033789876,10001.269623931406,-203.59341581268836,-214.1602221899684,False
test/geometry/477.json|128,C_den,2819.9361905989595,6803.901909283645,2722.6974226767848,11083.97314224888,97.2387679221747,4280.071232965235,True
test/geometry/477.json|256,self_den,1102.4058751794307,6356.43221271746,933.8473532255668,9420.027006860184,168.55852195386387,3063.594794142724,True
test/geometry/477.json|256,fp_den,1110.630541475101,9624.584407096334,1234.919669286128,9505.425233413029,-124.28912781102713,-119.1591736833052,False
test/geometry/477.json|256,R_den,1102.4058751794307,9620.738544336642,1236.4386547263077,9506.39565029163,-134.032779546877,-114.34289404501214,False
test/geometry/477.json|256,C_den,2162.097915771409,6356.43221271746,2385.161467995595,10159.842582196165,-223.06355222418597,3803.4103694787045,False
