rotation_seed,metric_explained,FP64_relative_L2,FP32_or_actual_core_relative_L2,native_raw_readout_relative_L2_max,classification
1101,previous actual dtype raw readout equivariance error is max relative L2 over all tokens/layers/runs; it is scale-sensitive and can be large when reference readout norm is tiny,1.7275758027374494e-15,0.0001250745114876695,2.4715985004651433,METRIC_SCALE_ARTIFACT
1102,previous actual dtype raw readout equivariance error is max relative L2 over all tokens/layers/runs; it is scale-sensitive and can be large when reference readout norm is tiny,1.7275758027374494e-15,0.0001250745114876695,2.4715985004651433,METRIC_SCALE_ARTIFACT
1103,previous actual dtype raw readout equivariance error is max relative L2 over all tokens/layers/runs; it is scale-sensitive and can be large when reference readout norm is tiny,1.7275758027374494e-15,0.0001250745114876695,2.4715985004651433,METRIC_SCALE_ARTIFACT
1104,previous actual dtype raw readout equivariance error is max relative L2 over all tokens/layers/runs; it is scale-sensitive and can be large when reference readout norm is tiny,1.7275758027374494e-15,0.0001250745114876695,2.4715985004651433,METRIC_SCALE_ARTIFACT
