unit_id,prompt_id,t0,config,future_KL,M0,M5_full,M5_diag_dynamic,query_only,static_w_dynamic_q,static_cov,static_element,static_separable,static_row,static_column
test/algebra/1332.json|128,test/algebra/1332.json,128,R128,0.0004503817046890681,4.748529261976464,1.7492511403761624,1.6816755326067256,0.1059974847879509,1.9308332686016676,1.8021541515892614,1.6262445903364375,1.6009930595612774,1.6673392259755182,5.545216364386957
test/algebra/1332.json|128,test/algebra/1332.json,128,R64,0.0003587767904439483,3.3883511606960495,1.3039901410316699,1.282605619158361,0.07525730682316599,1.4582343616155788,1.3609250406336613,1.2445218832276537,1.227181979499944,1.2658178344820614,4.317271841597257
test/algebra/1332.json|128,test/algebra/1332.json,128,R32,0.00013438511532696862,2.3635783021680505,0.9672676965951708,0.9577538459160998,0.05130832688465984,1.085909643047476,1.0082162275079949,0.9275279489610196,0.9155357602050475,0.9421785447005849,3.2262447194338324
test/algebra/1332.json|128,test/algebra/1332.json,128,R16,0.00017860635283413424,1.6547603571908436,0.7060631616550153,0.7079339243299864,0.03640517332732187,0.7876106683020707,0.7342610837092256,0.6748138496895526,0.6688013130191818,0.6919105959244121,2.303268226349024
test/algebra/1332.json|128,test/algebra/1332.json,128,C128,0.00010471381772714042,2.4605503181828148,0.7340053465318149,0.7958344137496385,0.01774667280278835,0.7923615880968322,0.80893692764819,0.7882993076880143,0.7833701379038517,2.85314940263783,1.7591858439582388
test/algebra/1332.json|128,test/algebra/1332.json,128,C64,0.0001202805147309368,2.023723000489118,0.6782964395147895,0.7285512190820168,0.01487888381411251,0.7027187781944059,0.7142917590086866,0.701928770037749,0.6989186268744082,2.4968949216195546,1.494594058816255
test/algebra/1332.json|128,test/algebra/1332.json,128,C32,0.00014286321645506084,1.698013302935271,0.6003817350337513,0.6551221444674283,0.011714629070104237,0.6312872864231153,0.6472313615567008,0.6313479385278309,0.6294545373641314,1.966445396496501,1.252664100476143
test/algebra/1332.json|128,test/algebra/1332.json,128,C16,0.00012090583832164079,1.3845074836709355,0.5314064086362826,0.5975392012679194,0.008169508161459013,0.5735273077912348,0.5807810151957532,0.5633081800547546,0.5623501126781708,1.4171152540194043,0.9876515174399905
test/algebra/1332.json|256,test/algebra/1332.json,256,R128,0.0005541107084021445,4.849043035436295,1.9345559053327452,1.7952548013123988,0.10544335308844897,2.109173943068182,1.700307947955507,1.551841487363036,1.533406683064891,1.5852262170058697,5.585389128149246
test/algebra/1332.json|256,test/algebra/1332.json,256,R64,0.00048633224375597213,3.4628829137018684,1.4299574623003939,1.4019598412133638,0.07538712375628609,1.6286882466463515,1.291895335070329,1.189797189294484,1.176037045706753,1.2070933840246543,4.301702331191683
test/algebra/1332.json|256,test/algebra/1332.json,256,R32,0.0001408840740150452,2.428269551217612,1.0685918783981783,1.0611227997380381,0.051993013452081044,1.2448934522801656,0.9517185458720081,0.8850677414024347,0.8765420683760297,0.9008668920057001,3.2190813436475447
test/algebra/1332.json|256,test/algebra/1332.json,256,R16,0.0004185433290642825,1.6983224783271471,0.7801307047786374,0.7799660458164991,0.03671656909835232,0.9097014675912466,0.69799597370878,0.6454097556595851,0.6423182728878283,0.6649628472926115,2.3425510660673754
test/algebra/1332.json|256,test/algebra/1332.json,256,C128,9.314900844673647e-05,2.5674940608891514,0.6124196987914797,0.6589439083664572,0.025602418277579583,0.9085721911540597,1.1319583835258966,1.1522049095138567,1.1622720784223146,2.7991883388164087,2.4348875700685455
test/algebra/1332.json|256,test/algebra/1332.json,256,C64,0.00010355508620891381,2.0906780616913907,0.5720680294843535,0.6078917513497136,0.012317974070450237,0.886823617217568,0.8302923012513672,1.010627134816313,1.027808096119183,2.499061187102746,2.044824732397317
test/algebra/1332.json|256,test/algebra/1332.json,256,C32,9.661033639696592e-05,1.8001621865676336,0.5027041356747091,0.5356320392585107,0.006861238588156891,0.7365520591695219,0.9479893307075261,0.7599561832364278,0.7662393046129157,1.986352242727299,1.6479552183936101
test/algebra/1332.json|256,test/algebra/1332.json,256,C16,8.147650391892315e-05,1.4591159193321435,0.4247940962584614,0.46357359237987816,0.008098799679602394,0.7711550952986437,0.6543734331543885,0.634210783203766,0.6387652072719787,1.5111373722765649,1.3019019817246333
test/algebra/1332.json|64,test/algebra/1332.json,64,R128,0.0004381050560727783,4.556015550189406,2.439055336503953,1.8989675410096154,0.10766877426077193,2.0946329872864884,1.8265595854289447,1.676911372583113,1.6544198823801068,1.696867386054859,5.0632734863111075
test/algebra/1332.json|64,test/algebra/1332.json,64,R64,0.0003344745735310952,3.2424852013507914,1.657732368370989,1.4634101297613382,0.07640347005481127,1.6019581406365277,1.4078897236058139,1.3016270158996255,1.2859179930424842,1.3011148576439011,3.9335566467031144
test/algebra/1332.json|64,test/algebra/1332.json,64,R32,0.00021733690500160642,2.26762326607844,1.1638755551718525,1.0783812641712855,0.05243884979269474,1.2276585617438676,1.0501827445525516,0.9795090480707734,0.9686632929021213,0.9727086134851554,2.87784906312986
test/algebra/1332.json|64,test/algebra/1332.json,64,R16,0.00026638640872058664,1.590306722366045,0.8055116172901684,0.7656587308673087,0.03764433437466433,0.8487742937307916,0.7441340051379454,0.695578119263325,0.6896410972797564,0.7134526531703427,2.0682437996311194
test/algebra/1332.json|64,test/algebra/1332.json,64,C128,0.00015477064217775678,2.1894752742774255,0.7921374311559333,0.8333767188473743,0.015858301961972722,0.8013311974461732,0.8257330958258876,0.8039073368781424,0.7982525550914013,2.344999408248364,1.6591926845659593
test/algebra/1332.json|64,test/algebra/1332.json,64,C64,0.0001344927934943581,1.8255904187642424,0.6979913239692763,0.73001305326657,0.011860514703333594,0.6977020800809496,0.7114998557518614,0.7087489086687186,0.705729343741795,2.039984095891136,1.415113479409025
test/algebra/1332.json|64,test/algebra/1332.json,64,C32,0.0001173418374062185,1.522208320599301,0.6108267306499326,0.646307508746369,0.008641366400616558,0.6197577535336415,0.6334996389235343,0.6278774867508664,0.6267031212514749,1.6696827597737003,1.194028018572009
test/algebra/1332.json|64,test/algebra/1332.json,64,C16,0.0001667267831546029,1.2470349003940981,0.5708313151990877,0.596196794485844,0.010708349321142894,0.5555875300345635,0.5686657865245043,0.560095072091335,0.5596630779904601,1.3324586506600986,0.9507300636141592
test/counting_and_probability/119.json|128,test/counting_and_probability/119.json,128,R128,0.00042794730903297166,4.570077257453069,1.7825557441316235,1.3880425029937957,0.10157186877365694,2.010300035459353,1.88897658944376,1.7248132120541015,1.7027459604571897,1.7694271872302516,5.760375062357605
test/counting_and_probability/119.json|128,test/counting_and_probability/119.json,128,R64,0.0001811603384428893,3.2713958357981574,1.1594036491728132,1.0563142268177694,0.0727138891728098,1.4757793375984056,1.421734325169353,1.3207863838623912,1.3058118629541653,1.3471252121626582,4.502839664842923
test/counting_and_probability/119.json|128,test/counting_and_probability/119.json,128,R32,0.00013362620460769577,2.29959378239568,0.8070970576303431,0.7968275716986598,0.050454620676308855,1.1139822923503166,1.0675326535057756,0.9987591665911293,0.9889136638494731,1.0120145744267612,3.2965689878400353
test/counting_and_probability/119.json|128,test/counting_and_probability/119.json,128,R16,0.0002003492431035081,1.608865033308214,0.5466286050955328,0.5438306653835864,0.03567729641918733,0.7986673585568376,0.7795507138927903,0.7326080097271563,0.7263402959972983,0.7488389806481064,2.405105215451807
test/counting_and_probability/119.json|128,test/counting_and_probability/119.json,128,C128,6.554780867602366e-05,2.434379883087284,0.7310593768166909,0.7520369015313961,0.016678714286798506,1.4503803014146046,1.3207415652688517,1.1702197363175009,1.1623306488280138,2.718634690399691,2.0348812696319523
test/counting_and_probability/119.json|128,test/counting_and_probability/119.json,128,C64,0.00013014755629597123,2.013372203561726,0.6392779402150282,0.6711958732615729,0.013141854664829138,1.0480737140702727,1.0495225706319904,1.0539512871067556,1.0547101232004437,2.412712183428359,1.7174282385773545
test/counting_and_probability/119.json|128,test/counting_and_probability/119.json,128,C32,0.00011129438745579577,1.7327472008530096,0.5754556363993304,0.6113325681959114,0.009415617655057862,0.9255242797380857,0.9237427023109717,0.9241208661042254,0.9247863417325806,1.9258625829914129,1.4108783545881012
test/counting_and_probability/119.json|128,test/counting_and_probability/119.json,128,C16,0.00012185017293736577,1.410694144431946,0.514321496028393,0.5460958786686306,0.008889816251690783,0.8038201803968519,0.7801830371284079,0.783000896960143,0.7841585376585062,1.5451688837462356,1.1323368802517801
test/counting_and_probability/119.json|256,test/counting_and_probability/119.json,256,R128,0.000444372693427206,4.648801622915631,1.8498686005338643,1.6837811899504471,0.10766225351050494,1.8090427583609268,1.718437891404777,1.6074437056504012,1.5903242660469916,1.632674889035998,5.510258030668041
