condition,phase,problem_id,token,logit_relative_l2,logit_cosine,logit_top1_match,logit_top20_overlap,logit_nonfinite,state_relative_l2,state_max_abs,state_cosine,state_nonfinite
hadamard,primary,60,0,0.07196282439414123,0.9978294372558594,1.0,1.0,0,0.03921415098011494,0.15824279189109802,0.9992643892765045,0
hadamard,primary,60,1,0.07387012550071655,0.9973201751708984,1.0,0.95,0,0.03612184710800648,0.12622851133346558,0.9993863999843597,0
hadamard,primary,60,2,0.04473273434347281,0.9990089535713196,1.0,0.95,0,0.03690880164504051,0.3265380859375,0.9993819296360016,0
hadamard,primary,60,3,0.03255478356443164,0.9995088577270508,1.0,0.95,0,0.03541496954858303,0.12798503041267395,0.9994297027587891,0
hadamard,primary,60,4,0.030773289651789357,0.9995751976966858,1.0,0.95,0,0.03711496666073799,0.12855003774166107,0.9993604719638824,0
hadamard,primary,60,5,0.043408015934128866,0.9990643858909607,1.0,0.95,0,0.03606685250997543,0.12745676934719086,0.9994008243083954,0
hadamard,primary,60,6,0.1130235903180556,0.9936048984527588,1.0,0.9,0,0.03457404673099518,0.12823964655399323,0.9994522929191589,0
hadamard,primary,60,7,0.035395507431685784,0.9994595646858215,1.0,1.0,0,0.03436059504747391,0.14712238311767578,0.9994588494300842,0
hadamard,primary,60,8,0.03600172911953171,0.9994935393333435,1.0,1.0,0,0.034813692793250084,0.12917038798332214,0.9994451105594635,0
hadamard,primary,60,9,0.04530697625124972,0.999401330947876,1.0,0.95,0,0.03204529546201229,0.12924455106258392,0.9995422959327698,0
hadamard,primary,60,10,0.036392932310875814,0.9993900656700134,1.0,0.9,0,0.03060965333133936,0.12736153602600098,0.9995900392532349,0
hadamard,primary,60,11,0.021714405478604856,0.9997879266738892,1.0,1.0,0,0.029252342879772186,0.12494790554046631,0.9996317028999329,0
hadamard,primary,60,12,0.020388691879198843,0.9997929334640503,1.0,1.0,0,0.0289385374635458,0.12546834349632263,0.999640941619873,0
hadamard,primary,60,13,0.022233800025860024,0.9997537136077881,1.0,0.95,0,0.028064093552529812,0.12606680393218994,0.9996644258499146,0
hadamard,primary,60,14,0.017140837742549826,0.9998541474342346,1.0,0.95,0,0.027472421526908875,0.1261691153049469,0.9996781647205353,0
hadamard,primary,60,15,0.017077653514809894,0.9998549222946167,1.0,1.0,0,0.02713933028280735,0.1257030963897705,0.9996879398822784,0
hadamard,primary,60,16,0.027646395249718514,0.9996182918548584,1.0,0.95,0,0.02848972287029028,0.1258324384689331,0.9996457099914551,0
hadamard,primary,60,17,0.01444284015859831,0.9999037981033325,1.0,1.0,0,0.028028814122080803,0.12626129388809204,0.9996538758277893,0
hadamard,primary,60,18,0.0268971410714209,0.9996997117996216,1.0,0.95,0,0.027592510916292667,0.12673911452293396,0.9996732175350189,0
hadamard,primary,60,19,0.013334231358529106,0.9999123215675354,1.0,0.95,0,0.02709264401346445,0.12703770399093628,0.9996872246265411,0
hadamard,primary,60,20,0.011553788378370273,0.9999400973320007,1.0,1.0,0,0.02701437473297119,0.1274801790714264,0.999687910079956,0
hadamard,primary,60,21,0.018291613878979797,0.9998326897621155,1.0,1.0,0,0.026792889460921288,0.12751805782318115,0.9996904730796814,0
hadamard,primary,60,22,0.022977176226070782,0.9997432231903076,1.0,1.0,0,0.026777928695082664,0.1278492510318756,0.9996901154518127,0
hadamard,primary,60,23,0.023114509924210106,0.9997362494468689,1.0,0.95,0,0.026286202482879162,0.1284656822681427,0.9997067451477051,0
hadamard,primary,60,24,0.024424011987921518,0.9997024536132812,1.0,0.85,0,0.025510971434414387,0.12851503491401672,0.9997235536575317,0
hadamard,primary,60,25,0.031016908064849098,0.9995517134666443,1.0,1.0,0,0.025984598323702812,0.12844672799110413,0.9997185170650482,0
hadamard,primary,60,26,0.02485920850484235,0.9996911287307739,1.0,1.0,0,0.0266468683257699,0.13391977548599243,0.9997011721134186,0
hadamard,primary,60,27,0.013108905244683468,0.9999142289161682,1.0,0.95,0,0.025572105310857296,0.12752509117126465,0.9997263848781586,0
hadamard,primary,60,28,0.019055712951912232,0.9998354315757751,1.0,0.95,0,0.025999930687248707,0.12732094526290894,0.9997147917747498,0
hadamard,primary,60,29,0.013434768192640128,0.9999098777770996,1.0,1.0,0,0.025927946902811527,0.12735134363174438,0.9997168481349945,0
