condition,phase,problem_id,token,logit_relative_l2,logit_cosine,logit_top1_match,logit_top20_overlap,logit_nonfinite,state_relative_l2,state_max_abs,state_cosine,state_nonfinite
r1,primary,60,0,0.06654482417383398,0.9980708360671997,1.0,1.0,0,0.03760330751538277,0.16122400760650635,0.9993249177932739,0
r1,primary,60,1,0.074722443187826,0.99721759557724,1.0,0.95,0,0.034101434983313084,0.16201460361480713,0.9994555413722992,0
r1,primary,60,2,0.05133594001411723,0.9986865520477295,1.0,0.9,0,0.03492308408021927,0.3026607036590576,0.9994288682937622,0
r1,primary,60,3,0.03424817712293966,0.9994634389877319,1.0,0.9,0,0.03611316159367561,0.15534883737564087,0.9994112253189087,0
r1,primary,60,4,0.03384405751044704,0.9994655251502991,1.0,0.9,0,0.03684130869805813,0.15513479709625244,0.9993817508220673,0
r1,primary,60,5,0.0442154516300525,0.9990222454071045,1.0,0.95,0,0.035877710208296776,0.15497970581054688,0.9994128942489624,0
r1,primary,60,6,0.13224783196359682,0.9912376403808594,1.0,0.95,0,0.035019416362047195,0.1548476219177246,0.999440997838974,0
r1,primary,60,7,0.04226858586890893,0.9992648363113403,1.0,0.95,0,0.03525940887629986,0.15475398302078247,0.999432235956192,0
r1,primary,60,8,0.04118884319055978,0.9991581439971924,1.0,0.95,0,0.035739827901124954,0.15509769320487976,0.9994200170040131,0
r1,primary,60,9,0.04151679047085793,0.999218761920929,1.0,0.95,0,0.0339000690728426,0.1564110815525055,0.9994894564151764,0
r1,primary,60,10,0.04927528541260554,0.9988370537757874,1.0,0.9,0,0.03243950568139553,0.15553292632102966,0.9995354115962982,0
r1,primary,60,11,0.022618729608653423,0.9997488260269165,1.0,0.95,0,0.0301996860653162,0.15220192074775696,0.9995982348918915,0
r1,primary,60,12,0.020226520419014574,0.9998030066490173,1.0,0.95,0,0.028905530460178852,0.15276601910591125,0.9996343851089478,0
r1,primary,60,13,0.025451108183722572,0.9996793270111084,1.0,0.95,0,0.027918648906052113,0.15315556526184082,0.9996614754199982,0
r1,primary,60,14,0.011704969173711431,0.9999336004257202,1.0,1.0,0,0.02730636391788721,0.1533547341823578,0.9996753633022308,0
r1,primary,60,15,0.017773726323271996,0.9998424053192139,1.0,1.0,0,0.02681534830480814,0.15281891822814941,0.9996885657310486,0
r1,primary,60,16,0.022870582474253276,0.999738872051239,1.0,0.95,0,0.02705327607691288,0.15296128392219543,0.9996715188026428,0
r1,primary,60,17,0.014265090709445528,0.9999033808708191,1.0,1.0,0,0.02721762005239725,0.15335720777511597,0.9996698200702667,0
r1,primary,60,18,0.036221774355923164,0.9993563890457153,1.0,1.0,0,0.027082975022494793,0.15392759442329407,0.9996724426746368,0
r1,primary,60,19,0.012820474974463734,0.9999191164970398,1.0,0.95,0,0.026868279092013836,0.15436005592346191,0.9996825754642487,0
r1,primary,60,20,0.012492966176715557,0.9999308586120605,1.0,1.0,0,0.02639699075371027,0.15473687648773193,0.9996952712535858,0
r1,primary,60,21,0.01840541880837863,0.9998360872268677,1.0,1.0,0,0.026386205106973648,0.15476146340370178,0.9996989369392395,0
r1,primary,60,22,0.02329331731913542,0.9997376799583435,1.0,1.0,0,0.0260896859690547,0.1549759805202484,0.9997017085552216,0
r1,primary,60,23,0.02654589506576673,0.9996483325958252,1.0,1.0,0,0.025228739716112614,0.1558227837085724,0.9997215569019318,0
r1,primary,60,24,0.022569884166787228,0.9997463226318359,1.0,0.9,0,0.024368981830775738,0.1560937762260437,0.9997456669807434,0
r1,primary,60,25,0.02013118915418314,0.9998008012771606,1.0,1.0,0,0.02404660452157259,0.15631425380706787,0.999754011631012,0
r1,primary,60,26,0.0197436129094778,0.9998117685317993,1.0,1.0,0,0.024271080270409584,0.15629899501800537,0.9997442066669464,0
r1,primary,60,27,0.01374011005380563,0.9999058246612549,1.0,1.0,0,0.025092030875384808,0.15566539764404297,0.9997298121452332,0
r1,primary,60,28,0.014492384125772155,0.9999001026153564,1.0,1.0,0,0.02583218365907669,0.1556689441204071,0.9997166693210602,0
r1,primary,60,29,0.04126762007660057,0.9992906451225281,1.0,0.9,0,0.02520445268601179,0.15568307042121887,0.9997266530990601,0
r1,primary,60,30,0.012183007481872628,0.9999279379844666,1.0,1.0,0,0.024933934211730957,0.15523356199264526,0.9997298717498779,0
r1,primary,60,31,0.01215703530579436,0.9999265670776367,1.0,1.0,0,0.02473570592701435,0.15580978989601135,0.9997342824935913,0
r1,primary,60,32,0.05248856163596076,0.9986649751663208,1.0,0.9,0,0.024807598441839218,0.15645703673362732,0.9997296929359436,0
r1,primary,60,33,0.020656753749046363,0.9997875690460205,1.0,1.0,0,0.025012054480612278,0.15648043155670166,0.9997239410877228,0
r1,primary,60,34,0.021871334885772246,0.9997648596763611,0.0,0.95,0,0.025533756241202354,0.15612825751304626,0.9997149407863617,0
r1,primary,60,35,0.017815009479864204,0.999849796295166,1.0,1.0,0,0.026587984524667263,0.1563132405281067,0.9996951222419739,0
r1,primary,60,36,0.019796155997386777,0.999806821346283,1.0,1.0,0,0.025704275816679,0.15583214163780212,0.9997180998325348,0
r1,primary,60,37,0.034913709816905246,0.9993974566459656,1.0,0.95,0,0.02556960377842188,0.15621256828308105,0.9997157752513885,0
r1,primary,60,38,0.024909478771716207,0.9996964931488037,1.0,0.9,0,0.02691024448722601,0.1564900279045105,0.9996863305568695,0
r1,primary,60,39,0.02260346324054818,0.9997909069061279,1.0,0.95,0,0.027010492980480194,0.15616375207901,0.9996837675571442,0
r1,primary,60,40,0.02281384402094946,0.9997414350509644,1.0,0.95,0,0.026753298938274384,0.15621086955070496,0.9996900856494904,0
r1,primary,60,41,0.03086267057474023,0.9995602369308472,1.0,1.0,0,0.026774887926876545,0.1564505696296692,0.9996897280216217,0
r1,primary,60,42,0.034322061268233214,0.9994268417358398,1.0,0.9,0,0.02661781758069992,0.15578922629356384,0.9996930360794067,0
r1,primary,60,43,0.01753239753904554,0.9998469948768616,1.0,0.95,0,0.026748010888695717,0.15549412369728088,0.999689370393753,0
r1,primary,60,44,0.01628682058713194,0.9998725652694702,1.0,0.95,0,0.026173765771090984,0.15549784898757935,0.9997060596942902,0
