condition,phase,problem_id,token,logit_relative_l2,logit_cosine,logit_top1_match,logit_top20_overlap,logit_nonfinite,state_relative_l2,state_max_abs,state_cosine,state_nonfinite
r2,primary,60,68,0.021703495949048506,0.9997724294662476,1.0,1.0,0,0.022009314969182014,0.16282108426094055,0.9997910261154175,0
r2,primary,60,69,0.020746463489242365,0.9998120069503784,1.0,0.95,0,0.021829119883477688,0.16104477643966675,0.9997920095920563,0
r2,primary,60,70,0.036097494931039587,0.9993530511856079,1.0,0.95,0,0.024696096777915955,0.16085046529769897,0.9997599422931671,0
r2,primary,60,71,0.036892212391421195,0.9993455410003662,1.0,0.9,0,0.02598375268280506,0.15999475121498108,0.9996978342533112,0
r2,primary,60,72,0.041886858017904795,0.9991965889930725,1.0,0.95,0,0.026470722630620003,0.15883079171180725,0.9996935129165649,0
r2,primary,60,73,0.02411011463100473,0.9997323155403137,1.0,0.95,0,0.02588006481528282,0.1594393253326416,0.9997051060199738,0
r2,primary,60,74,0.03990075724508339,0.9993715286254883,1.0,1.0,0,0.025871106423437595,0.15932056307792664,0.9997078776359558,0
r2,primary,60,75,0.020964561782480684,0.9997825622558594,1.0,1.0,0,0.025679269805550575,0.15949365496635437,0.9997116029262543,0
r2,primary,60,76,0.01930466393599173,0.9998172521591187,1.0,1.0,0,0.02503449283540249,0.15931689739227295,0.9997269511222839,0
r2,primary,60,77,0.02916613874052748,0.9997365474700928,1.0,0.95,0,0.02505357190966606,0.15986648201942444,0.9997260570526123,0
r2,primary,60,78,0.016359002127084073,0.9998723864555359,1.0,0.9,0,0.024988198652863503,0.15985402464866638,0.9997303783893585,0
r2,primary,60,79,0.04234290080852887,0.9991042613983154,1.0,0.9,0,0.024669437669217587,0.16016921401023865,0.999744325876236,0
r2,primary,60,80,0.020135072061871644,0.999803900718689,1.0,1.0,0,0.024994713254272938,0.16061735153198242,0.9997289776802063,0
r2,primary,60,81,0.010938915356524768,0.9999401569366455,1.0,0.95,0,0.023989343084394932,0.1606965959072113,0.9997508227825165,0
r2,primary,60,82,0.01256321538027346,0.9999215602874756,1.0,0.9,0,0.023710811510682106,0.15977737307548523,0.9997597932815552,0
r2,primary,60,83,0.053159781086459766,0.9986867904663086,1.0,0.9,0,0.02353936154395342,0.15972453355789185,0.9997593462467194,0
r2,primary,60,84,0.015308661275828066,0.9999009966850281,1.0,0.95,0,0.02346079144626856,0.16016533970832825,0.9997643232345581,0
r2,primary,60,85,0.0523587742758315,0.9986453056335449,1.0,0.95,0,0.024312014691531658,0.16021886467933655,0.9997557401657104,0
r2,primary,60,86,0.012008416425798328,0.9999393224716187,1.0,1.0,0,0.02399525698274374,0.16040828824043274,0.9997623562812805,0
r2,primary,60,87,0.014850499975046581,0.9999099373817444,1.0,1.0,0,0.02333571668714285,0.16044357419013977,0.999774694442749,0
r2,primary,60,88,0.02515899004017752,0.9996849298477173,1.0,0.95,0,0.023585230112075806,0.16077372431755066,0.9997727870941162,0
r2,primary,60,89,0.0361646046238045,0.999472439289093,1.0,1.0,0,0.02388826757669449,0.16097190976142883,0.9997660517692566,0
r2,primary,60,90,0.02144839368387998,0.9997785091400146,1.0,0.95,0,0.023754210211336613,0.16108575463294983,0.9997702538967133,0
r2,primary,60,91,0.01706390151212458,0.9998582005500793,1.0,1.0,0,0.02371400035917759,0.1610148549079895,0.999771773815155,0
r2,primary,60,92,0.014795876812003124,0.9998916387557983,1.0,0.95,0,0.023678036406636238,0.16100817918777466,0.9997543394565582,0
r2,primary,60,93,0.04899387636082007,0.9988589882850647,1.0,0.95,0,0.024209671653807163,0.16079801321029663,0.9997642040252686,0
r2,primary,60,94,0.03704480630521393,0.9993496537208557,1.0,0.9,0,0.024594854563474655,0.1615554690361023,0.9997638165950775,0
r2,primary,60,95,0.01748860294754412,0.999853253364563,1.0,1.0,0,0.024060464464128017,0.161604642868042,0.9997721314430237,0
r2,primary,60,96,0.022755556838602593,0.9997513294219971,1.0,0.9,0,0.0235870610922575,0.16138261556625366,0.999776154756546,0
r2,primary,60,97,0.015899565665032152,0.9998828172683716,1.0,0.95,0,0.02345048263669014,0.1614653468132019,0.9997772574424744,0
r2,primary,60,98,0.013083797636785044,0.9999152421951294,1.0,1.0,0,0.023307690396904945,0.16110271215438843,0.9997790455818176,0
r2,primary,60,99,0.014975495772573741,0.9999011754989624,1.0,0.95,0,0.023035290651023388,0.1612805426120758,0.9997802674770355,0
r2,primary,60,100,0.021880212318538924,0.9997691512107849,1.0,0.95,0,0.023080315440893173,0.16158527135849,0.9997832477092743,0
r2,primary,60,101,0.08395781176600152,0.9966286420822144,1.0,0.95,0,0.02412636298686266,0.16147956252098083,0.9997619092464447,0
r2,primary,60,102,0.04462149254712874,0.9990124106407166,1.0,0.9,0,0.025151779875159264,0.16353842616081238,0.9997449517250061,0
r2,primary,60,103,0.022030319834487472,0.9997844696044922,1.0,1.0,0,0.02441098913550377,0.16362810134887695,0.9997622668743134,0
r2,primary,60,104,0.037673421041464386,0.999302864074707,1.0,0.9,0,0.02400431875139475,0.16355383396148682,0.9997758567333221,0
r2,primary,60,105,0.1314309438932822,0.9913255572319031,1.0,0.95,0,0.023879103362560272,0.16357097029685974,0.9997770488262177,0
r2,primary,60,106,0.018625209296936774,0.9998290538787842,1.0,0.95,0,0.023594282567501068,0.1635659635066986,0.9997785091400146,0
r2,primary,60,107,0.016016477948126846,0.9998719096183777,1.0,1.0,0,0.023440416902303696,0.16337674856185913,0.9997827410697937,0
r2,primary,60,108,0.012689898080240602,0.9999219179153442,1.0,0.95,0,0.023252378217875957,0.16315585374832153,0.9997867047786713,0
r2,primary,60,109,0.01462465021211336,0.9998936653137207,1.0,1.0,0,0.022915711626410484,0.16286614537239075,0.9997943341732025,0
r2,primary,60,110,0.01636015854315638,0.999890923500061,1.0,0.95,0,0.02266653161495924,0.1632494330406189,0.999795526266098,0
r2,primary,60,111,0.02293254576255008,0.9997375011444092,1.0,1.0,0,0.022446725517511368,0.1633998155593872,0.9997991919517517,0
r2,primary,60,112,0.01418926316725278,0.9998994469642639,1.0,1.0,0,0.023259898647665977,0.16422489285469055,0.9997750520706177,0
r2,primary,60,113,0.013112452543921698,0.9999148845672607,1.0,0.95,0,0.022815930657088757,0.16401970386505127,0.9997900724411011,0
r2,primary,60,114,0.00972734052183961,0.9999526739120483,1.0,1.0,0,0.022539453580975533,0.16466385126113892,0.9997978508472443,0
r2,primary,60,115,0.010654558004998094,0.999947190284729,1.0,1.0,0,0.021527624689042568,0.1649259626865387,0.999814510345459,0
r2,primary,60,116,0.012195651729229103,0.9999276399612427,1.0,1.0,0,0.02128353901207447,0.16483959555625916,0.9998198449611664,0
r2,primary,60,117,0.02135591266637694,0.9997767210006714,1.0,1.0,0,0.021613220684230328,0.1648222804069519,0.9998015761375427,0
r2,primary,60,118,0.008696326645787374,0.9999622106552124,1.0,1.0,0,0.021805413998663425,0.16514062881469727,0.9998023509979248,0
r2,primary,60,119,0.01866362812082673,0.9998453855514526,1.0,1.0,0,0.021406400948762894,0.16564109921455383,0.9998166859149933,0
r2,primary,60,120,0.02032289196383312,0.9998139142990112,1.0,0.95,0,0.021263481117784977,0.1654043197631836,0.9998200833797455,0
r2,primary,60,121,0.015838556007780162,0.9998761415481567,1.0,0.95,0,0.02109141368418932,0.1654239296913147,0.9998231828212738,0
r2,primary,60,122,0.010888599899725928,0.9999414682388306,1.0,0.95,0,0.020937095396220684,0.16570541262626648,0.9998262822628021,0
r2,primary,60,123,0.011833529364594336,0.9999411702156067,1.0,1.0,0,0.020737379789352417,0.16576752066612244,0.9998304843902588,0
r2,primary,60,124,0.016810871762622033,0.999862015247345,1.0,1.0,0,0.020806532353162766,0.165561705827713,0.9998248219490051,0
r2,primary,60,125,0.014130076591215438,0.9999191164970398,1.0,1.0,0,0.020778806880116463,0.16596025228500366,0.9998268485069275,0
r2,primary,60,126,0.012129472024598582,0.9999268651008606,1.0,1.0,0,0.021221322938799858,0.16543972492218018,0.9998171925544739,0
r2,primary,60,127,0.01826909743174424,0.9998421669006348,1.0,0.95,0,0.02121876273304224,0.1653670370578766,0.9998161196708679,0
r2,primary,60,128,0.011368129972686472,0.9999486804008484,1.0,0.9,0,0.021199185401201248,0.1656452715396881,0.9998170733451843,0
r2,primary,61,0,0.03538096790118658,0.9994105696678162,1.0,1.0,0,0.02686072513461113,0.08757710456848145,0.9996846616268158,0
r2,primary,61,1,0.013948587943582863,0.9999048113822937,1.0,1.0,0,0.02498476393520832,0.07031762599945068,0.9997379779815674,0
r2,primary,61,2,0.011399547277551863,0.9999357461929321,1.0,1.0,0,0.023134466260671616,0.07034838199615479,0.9997851252555847,0
r2,primary,61,3,0.011954631613439945,0.9999336004257202,1.0,0.95,0,0.022203500382602215,0.06974667310714722,0.9997972249984741,0
r2,primary,61,4,0.009201596829124765,0.9999650120735168,1.0,1.0,0,0.021715259179472923,0.06909328699111938,0.9998078048229218,0
r2,primary,61,5,0.022519329114643546,0.999748170375824,1.0,1.0,0,0.020958343520760536,0.06872546672821045,0.9998184740543365,0
r2,primary,61,6,0.018242155649862937,0.9998383522033691,1.0,0.95,0,0.020620238967239857,0.06803363561630249,0.9998226165771484,0
r2,primary,61,7,0.01096900680206196,0.9999398589134216,1.0,0.95,0,0.01994537841528654,0.06722205877304077,0.9998401999473572,0
r2,primary,61,8,0.007272447894466376,0.9999735355377197,1.0,0.95,0,0.019705905579030514,0.06680601835250854,0.9998413622379303,0
r2,primary,61,9,0.008175232306292435,0.9999686479568481,1.0,1.0,0,0.01993455644696951,0.06589657068252563,0.9998480379581451,0
r2,primary,61,10,0.016363262934681606,0.9998957514762878,1.0,0.95,0,0.01976003125309944,0.06518328189849854,0.9998567700386047,0
r2,primary,61,11,0.0067547176873776135,0.9999791383743286,1.0,0.95,0,0.01984015852212906,0.06499230861663818,0.9998549222946167,0
r2,primary,61,12,0.008252579439939478,0.9999697208404541,1.0,1.0,0,0.01999750640243292,0.06474250555038452,0.9998547434806824,0
r2,primary,61,13,0.012418602847205099,0.9999350309371948,1.0,1.0,0,0.019494212232530117,0.06465113162994385,0.9998615682125092,0
r2,primary,61,14,0.012300077992782637,0.9999275803565979,1.0,1.0,0,0.01959719229489565,0.0640363097190857,0.9998560547828674,0
r2,primary,61,15,0.014863602641079388,0.9999208450317383,1.0,1.0,0,0.019754329696297646,0.06395721435546875,0.9998469650745392,0
r2,primary,61,16,0.012482243871186436,0.9999406337738037,1.0,0.95,0,0.0190733065828681,0.06355971097946167,0.9998625814914703,0
r2,primary,61,17,0.036882531669134834,0.9993503093719482,1.0,0.95,0,0.019032616168260574,0.06328755617141724,0.9998599588871002,0
r2,primary,61,18,0.04126451867252216,0.9993613958358765,1.0,0.95,0,0.019145989790558815,0.06336444616317749,0.9998571872711182,0
r2,primary,61,19,0.01344842062252351,0.9999097585678101,1.0,1.0,0,0.018959826789796352,0.06321090459823608,0.9998639822006226,0
r2,primary,61,20,0.041723349355550714,0.9993237853050232,1.0,0.9,0,0.018923774361610413,0.06338000297546387,0.9998652338981628,0
r2,primary,61,21,0.01853648351357357,0.9998389482498169,1.0,1.0,0,0.01884921919554472,0.06326282024383545,0.9998672604560852,0
r2,primary,61,22,0.03956651536596871,0.9992221593856812,1.0,0.95,0,0.02075642067939043,0.06243199110031128,0.9998295307159424,0
r2,primary,61,23,0.027850968690253036,0.9996154308319092,1.0,0.95,0,0.020971977151930332,0.07291322201490402,0.9998262822628021,0
r2,primary,61,24,0.010965573416233082,0.9999408721923828,1.0,1.0,0,0.019082147628068924,0.06559181213378906,0.9998686015605927,0
r2,primary,61,25,0.008051204684229638,0.9999685883522034,1.0,1.0,0,0.01857766415923834,0.06598860025405884,0.9998812675476074,0
r2,primary,61,26,0.011762251370427548,0.999932587146759,1.0,1.0,0,0.018211412243545055,0.06561195850372314,0.9998824298381805,0
r2,primary,61,27,0.010144659206897548,0.9999488592147827,1.0,1.0,0,0.01855715736746788,0.06501907110214233,0.9998710751533508,0
r2,primary,61,28,0.014069983383126745,0.999917209148407,1.0,1.0,0,0.017736824229359627,0.06511229276657104,0.9998792111873627,0
r2,primary,61,29,0.009689849141399582,0.9999539852142334,1.0,1.0,0,0.01772243808954954,0.06511306762695312,0.9998871684074402,0
r2,primary,61,30,0.00792371100462771,0.9999690055847168,1.0,1.0,0,0.01747361570596695,0.06466782093048096,0.9998898208141327,0
r2,primary,61,31,0.0075792390227070626,0.9999714493751526,1.0,1.0,0,0.017375820316374302,0.06427913904190063,0.9998931586742401,0
r2,primary,61,32,0.011284506413022586,0.9999560117721558,1.0,1.0,0,0.017306187190115452,0.06440943479537964,0.9998951256275177,0
r2,primary,61,33,0.00840012803179949,0.999964714050293,1.0,1.0,0,0.017244799993932247,0.06431210041046143,0.9998993575572968,0
r2,primary,61,34,0.022168781814461205,0.999756395816803,1.0,1.0,0,0.01807610597461462,0.06391990184783936,0.9998823702335358,0
r2,primary,61,35,0.012569903498629196,0.9999284744262695,1.0,1.0,0,0.01877498719841242,0.06385517120361328,0.9998615980148315,0
r2,primary,61,36,0.009970979222683436,0.999950647354126,1.0,0.95,0,0.01782387215644121,0.06343734264373779,0.9998813271522522,0
r2,primary,61,37,0.014236787038995708,0.999923586845398,1.0,1.0,0,0.017630325630307198,0.06376767158508301,0.9998881220817566,0
r2,primary,61,38,0.015995770953037395,0.9998726844787598,1.0,0.95,0,0.017989025451242924,0.06352955102920532,0.9998828768730164,0
r2,primary,61,39,0.009747964887406185,0.9999541640281677,1.0,1.0,0,0.018234924413263798,0.06311047077178955,0.9998796880245209,0
r2,primary,61,40,0.010502552709275189,0.9999539256095886,1.0,0.9,0,0.017592997290194035,0.06323719024658203,0.9998944997787476,0
r2,primary,61,41,0.01245626099508827,0.999929666519165,1.0,1.0,0,0.01760033518075943,0.0631188154220581,0.9998950362205505,0
r2,primary,61,42,0.0090813147615983,0.999958872795105,1.0,1.0,0,0.01724956277757883,0.0628516674041748,0.9998999238014221,0
r2,primary,61,43,0.010355229033932252,0.9999492168426514,1.0,1.0,0,0.0169585095718503,0.06239813566207886,0.9999068677425385,0
r2,primary,61,44,0.017344591653368394,0.9998499155044556,1.0,1.0,0,0.01818241085857153,0.06212949752807617,0.9998689889907837,0
r2,primary,61,45,0.010615835222185793,0.9999456405639648,1.0,0.95,0,0.01758344378322363,0.06215834617614746,0.9998922049999237,0
r2,primary,61,46,0.013475844756974874,0.9999101161956787,1.0,0.95,0,0.01775708608329296,0.06195628643035889,0.9998933970928192,0
r2,primary,61,47,0.018191337099866096,0.9998350143432617,1.0,1.0,0,0.017762252129614353,0.061697542667388916,0.9998910427093506,0
r2,primary,61,48,0.018086325749118188,0.9998369216918945,1.0,0.95,0,0.017716838978230953,0.06181138753890991,0.9998921453952789,0
r2,primary,61,49,0.01449636856787866,0.9998951554298401,1.0,0.95,0,0.017210906371474266,0.06126147508621216,0.9999019801616669,0
r2,primary,61,50,0.012279939319291448,0.9999272227287292,1.0,0.9,0,0.016968118026852608,0.06091409921646118,0.999906599521637,0
r2,primary,61,51,0.08519391481671555,0.996379017829895,1.0,0.85,0,0.020647970028221607,0.1885736584663391,0.9998319447040558,0
r2,primary,61,52,0.022926238232488558,0.999738872051239,1.0,0.95,0,0.023032900877296925,0.14159545302391052,0.999780684709549,0
r2,primary,61,53,0.015536685188751644,0.9998798370361328,1.0,0.95,0,0.020186069421470165,0.08026331663131714,0.9998375475406647,0
r2,primary,61,54,0.007828359597748457,0.9999696016311646,1.0,1.0,0,0.018365715630352497,0.06008422374725342,0.9998830258846283,0
r2,primary,61,55,0.010903174225125135,0.9999440908432007,1.0,0.95,0,0.017063068225979805,0.05949336290359497,0.9999096989631653,0
r2,primary,61,56,0.009266707711106178,0.9999581575393677,1.0,1.0,0,0.01679571531713009,0.05964219570159912,0.9999114274978638,0
r2,primary,61,57,0.009897652372806216,0.9999531507492065,1.0,0.95,0,0.016613440588116646,0.05936068296432495,0.9999162554740906,0
r2,primary,61,58,0.009709739419798833,0.9999608993530273,1.0,1.0,0,0.016586950048804283,0.05868643522262573,0.9999211728572845,0
r2,primary,61,59,0.011401241615172726,0.9999423027038574,1.0,1.0,0,0.017361129634082317,0.057974040508270264,0.9999087750911713,0
r2,primary,61,60,0.008615047802355677,0.9999675750732422,1.0,1.0,0,0.016953902319073677,0.058245182037353516,0.9999161660671234,0
r2,primary,61,61,0.008286760192056824,0.9999701380729675,1.0,1.0,0,0.01672679092735052,0.058073341846466064,0.9999099671840668,0
r2,primary,61,62,0.014529923115989989,0.9998967051506042,1.0,0.95,0,0.016258823685348034,0.05785834789276123,0.9999296069145203,0
r2,primary,61,63,0.008787745446776258,0.9999615550041199,0.0,1.0,0,0.01673933584243059,0.13967037200927734,0.9999130070209503,0
r2,primary,61,64,0.00810542917018058,0.9999673366546631,1.0,1.0,0,0.01585368299856782,0.057938992977142334,0.9999334514141083,0
r2,primary,61,65,0.015944010340027532,0.9998729228973389,1.0,1.0,0,0.015764897223562002,0.05763077735900879,0.9999335706233978,0
r2,primary,61,66,0.008407422112353128,0.9999688863754272,1.0,1.0,0,0.015625571366399527,0.05761510133743286,0.9999350011348724,0
r2,primary,61,67,0.008909845507977477,0.9999622106552124,1.0,1.0,0,0.01555619528517127,0.05693340301513672,0.9999348819255829,0
r2,primary,61,68,0.02082666849653691,0.9997832179069519,1.0,0.95,0,0.015495008323341608,0.05667382478713989,0.999936044216156,0
r2,primary,61,69,0.01385997894898407,0.9999093413352966,1.0,1.0,0,0.015481473412364721,0.05656665563583374,0.9999336004257202,0
r2,primary,61,70,0.07882576698386082,0.9973361492156982,1.0,0.95,0,0.0155217326246202,0.057860493659973145,0.9999220669269562,0
r2,primary,61,71,0.009674066395155768,0.9999566078186035,1.0,1.0,0,0.01544172689318657,0.05742764472961426,0.9999181032180786,0
r2,primary,61,72,0.009544640527723117,0.9999548196792603,1.0,1.0,0,0.015301072038710117,0.05733734369277954,0.9999328553676605,0
r2,primary,61,73,0.01136815114914313,0.999935507774353,1.0,0.95,0,0.015241520944982767,0.0555683970451355,0.999938428401947,0
r2,primary,61,74,0.011628707511738237,0.9999337196350098,0.0,1.0,0,0.015063282568007708,0.05594664812088013,0.9999366104602814,0
r2,primary,61,75,0.011476732538421932,0.9999343156814575,1.0,1.0,0,0.015352260321378708,0.05561918020248413,0.9999305307865143,0
r2,primary,61,76,0.007688150454081296,0.9999711513519287,1.0,1.0,0,0.01617321278899908,0.05531817674636841,0.9999073147773743,0
r2,primary,61,77,0.007195862504572623,0.9999741315841675,1.0,1.0,0,0.015151693020015955,0.05496704578399658,0.999934196472168,0
